2010-01-04,113.33
2010-01-05,113.63
2010-01-06,113.71
2010-01-07,114.19
2010-01-08,114.57
2010-01-11,114.73
2010-01-12,113.66
2010-01-13,114.62
2010-01-14,114.93
2010-01-15,113.64
2010-01-19,115.06
2010-01-20,113.89
2010-01-21,111.7
2010-01-22,109.21
2010-01-25,109.77
2010-01-26,109.31
2010-01-27,109.83
2010-01-28,108.57
2010-01-29,107.39
2010-02-01,109.06
2010-02-02,110.38
2010-02-03,109.83
2010-02-04,106.44
2010-02-05,106.66
2010-02-08,105.89
2010-02-09,107.22
2010-02-10,107.01
2010-02-11,108.13
2010-02-12,108.04
2010-02-16,109.74
2010-02-17,110.26
2010-02-18,110.91
2010-02-19,111.14
2010-02-22,111.16
2010-02-23,109.81
2010-02-24,110.82
2010-02-25,110.67
2010-02-26,110.74
2010-03-01,111.89
2010-03-02,112.2
2010-03-03,112.3
2010-03-04,112.64
2010-03-05,114.25
2010-03-08,114.27
2010-03-09,114.46
2010-03-10,114.97
2010-03-11,115.45
2010-03-12,115.46
2010-03-15,115.49
2010-03-16,116.41
2010-03-17,117.1
2010-03-18,117.04
2010-03-19,115.97
2010-03-22,116.59
2010-03-23,117.41
2010-03-24,116.84
2010-03-25,116.65
2010-03-26,116.58
2010-03-29,117.32
2010-03-30,117.4
2010-03-31,117
2010-04-01,117.8
2010-04-05,118.76
2010-04-06,119.04
2010-04-07,118.36
2010-04-08,118.77
2010-04-09,119.55
2010-04-12,119.74
2010-04-13,119.83
2010-04-14,121.19
2010-04-15,121.29
2010-04-16,119.36
2010-04-19,119.81
2010-04-20,120.88
2010-04-21,120.66
2010-04-22,121.02
2010-04-23,121.81
2010-04-26,121.35
2010-04-27,118.48
2010-04-28,119.38
2010-04-29,120.86
2010-04-30,118.81
2010-05-03,120.35
2010-05-04,117.52
2010-05-05,116.82
2010-05-06,112.94
2010-05-07,111.26
2010-05-10,116.16
2010-05-11,115.83
2010-05-12,117.45
2010-05-13,115.99
2010-05-14,113.89
2010-05-17,113.95
2010-05-18,112.4
2010-05-19,111.76
2010-05-20,107.54
2010-05-21,109.12
2010-05-24,107.71
2010-05-25,107.82
2010-05-26,107.17
2010-05-27,110.76
2010-05-28,109.37
2010-06-01,107.53
2010-06-02,110.33
2010-06-03,110.71
2010-06-04,106.82
2010-06-07,105.49
2010-06-08,106.62
2010-06-09,106.05
2010-06-10,109.15
2010-06-11,109.68
2010-06-14,109.51
2010-06-15,112
2010-06-16,111.96
2010-06-17,112.14
2010-06-18,111.73
2010-06-21,111.41
2010-06-22,109.57
2010-06-23,109.23
2010-06-24,107.42
2010-06-25,107.87
2010-06-28,107.53
2010-06-29,104.21
2010-06-30,103.22
2010-07-01,102.76
2010-07-02,102.2
2010-07-06,102.87
2010-07-07,106.11
2010-07-08,107.16
2010-07-09,107.96
2010-07-12,108.03
2010-07-13,109.66
2010-07-14,109.65
2010-07-15,109.68
2010-07-16,106.66
2010-07-19,107.29
2010-07-20,108.48
2010-07-21,107.07
2010-07-22,109.46
2010-07-23,110.41
2010-07-26,111.56
2010-07-27,111.55
2010-07-28,110.83
2010-07-29,110.29
2010-07-30,110.27
2010-08-02,112.76
2010-08-03,112.22
2010-08-04,112.97
2010-08-05,112.85
2010-08-06,112.39
2010-08-09,112.99
2010-08-10,112.38
2010-08-11,109.3
2010-08-12,108.63
2010-08-13,108.31
2010-08-16,108.26
2010-08-17,109.59
2010-08-18,109.79
2010-08-19,107.88
2010-08-20,107.53
2010-08-23,107.12
2010-08-24,105.53
2010-08-25,105.94
2010-08-26,105.23
2010-08-27,106.86
2010-08-30,105.31
2010-08-31,105.31
2010-09-01,108.46
2010-09-02,109.47
2010-09-03,110.89
2010-09-07,109.64
2010-09-08,110.41
2010-09-09,110.92
2010-09-10,111.48
2010-09-13,112.72
2010-09-14,112.65
2010-09-15,113.08
2010-09-16,113.05
2010-09-17,112.49
2010-09-20,114.21
2010-09-21,113.98
2010-09-22,113.42
2010-09-23,112.5
2010-09-24,114.82
2010-09-27,114.27
2010-09-28,114.67
2010-09-29,114.47
2010-09-30,114.13
2010-10-01,114.61
2010-10-04,113.75
2010-10-05,116.04
2010-10-06,116.03
2010-10-07,115.89
2010-10-08,116.54
2010-10-11,116.65
2010-10-12,117.01
2010-10-13,117.92
2010-10-14,117.46
2010-10-15,117.7
2010-10-18,118.54
2010-10-19,116.73
2010-10-20,117.87
2010-10-21,118.13
2010-10-22,118.35
2010-10-25,118.7
2010-10-26,118.72
2010-10-27,118.38
2010-10-28,118.4
2010-10-29,118.49
2010-11-01,118.53
2010-11-02,119.48
2010-11-03,119.95
2010-11-04,122.26
2010-11-05,122.72
2010-11-08,122.49
2010-11-09,121.61
2010-11-10,122.1
2010-11-11,121.64
2010-11-12,120.2
2010-11-15,120.03
2010-11-16,118.16
2010-11-17,118.22
2010-11-18,119.96
2010-11-19,120.29
2010-11-22,120.19
2010-11-23,118.45
2010-11-24,120.2
2010-11-26,118.8
2010-11-29,119.16
2010-11-30,118.49
2010-12-01,121.01
2010-12-02,122.56
2010-12-03,122.89
2010-12-06,122.76
2010-12-07,122.83
2010-12-08,123.28
2010-12-09,123.76
2010-12-10,124.48
2010-12-13,124.56
2010-12-14,124.67
2010-12-15,124.1
2010-12-16,124.82
2010-12-17,124.3
2010-12-20,124.6
2010-12-21,125.39
2010-12-22,125.78
2010-12-23,125.6
2010-12-27,125.65
2010-12-28,125.83
2010-12-29,125.92
2010-12-30,125.72
2010-12-31,125.75
2011-01-03,127.05
2011-01-04,126.98
2011-01-05,127.64
2011-01-06,127.39
2011-01-07,127.14
2011-01-10,126.98
2011-01-11,127.43
2011-01-12,128.58
2011-01-13,128.37
2011-01-14,129.3
2011-01-18,129.52
2011-01-19,128.25
2011-01-20,128.08
2011-01-21,128.37
2011-01-24,129.1
2011-01-25,129.17
2011-01-26,129.67
2011-01-27,129.99
2011-01-28,127.72
2011-01-31,128.68
2011-02-01,130.74
2011-02-02,130.48
2011-02-03,130.76
2011-02-04,131.17
2011-02-07,132
2011-02-08,132.59
2011-02-09,132.32
2011-02-10,132.33
2011-02-11,133.15
2011-02-14,133.43
2011-02-15,133.04
2011-02-16,133.82
2011-02-17,134.22
2011-02-18,134.57
2011-02-22,131.8
2011-02-23,131.01
2011-02-24,130.92
2011-02-25,132.32
2011-02-28,133.15
2011-03-01,130.89
2011-03-02,131.16
2011-03-03,133.47
2011-03-04,132.47
2011-03-07,131.37
2011-03-08,132.56
2011-03-09,132.39
2011-03-10,129.93
2011-03-11,130.84
2011-03-14,130.05
2011-03-15,128.56
2011-03-16,126.21
2011-03-17,127.85
2011-03-18,127.76
2011-03-21,129.74
2011-03-22,129.3
2011-03-23,129.64
2011-03-24,130.9
2011-03-25,131.29
2011-03-28,130.94
2011-03-29,131.86
2011-03-30,132.7
2011-03-31,132.51
2011-04-01,133.15
2011-04-04,133.24
2011-04-05,133.24
2011-04-06,133.66
2011-04-07,133.32
2011-04-08,132.86
2011-04-11,132.47
2011-04-12,131.45
2011-04-13,131.45
2011-04-14,131.56
2011-04-15,132.12
2011-04-18,130.53
2011-04-19,131.28
2011-04-20,133.16
2011-04-21,133.74
2011-04-25,133.62
2011-04-26,134.79
2011-04-27,135.63
2011-04-28,136.04
2011-04-29,136.54
2011-05-02,136.25
2011-05-03,135.71
2011-05-04,134.86
2011-05-05,133.63
2011-05-06,134.2
2011-05-09,134.72
2011-05-10,135.87
2011-05-11,134.45
2011-05-12,135.1
2011-05-13,134.04
2011-05-16,133.19
2011-05-17,133.17
2011-05-18,134.38
2011-05-19,134.66
2011-05-20,133.67
2011-05-23,132.04
2011-05-24,131.95
2011-05-25,132.37
2011-05-26,133.01
2011-05-27,133.54
2011-05-31,134.89
2011-06-01,131.85
2011-06-02,131.69
2011-06-03,130.4
2011-06-06,129.05
2011-06-07,128.85
2011-06-08,128.4
2011-06-09,129.4
2011-06-10,127.56
2011-06-13,127.67
2011-06-14,129.32
2011-06-15,127.02
2011-06-16,127.28
2011-06-17,127.02
2011-06-20,127.7
2011-06-21,129.42
2011-06-22,128.7
2011-06-23,128.29
2011-06-24,126.81
2011-06-27,127.94
2011-06-28,129.61
2011-06-29,130.75
2011-06-30,131.97
2011-07-01,133.96
2011-07-05,133.71
2011-07-06,133.94
2011-07-07,135.46
2011-07-08,134.4
2011-07-11,131.96
2011-07-12,131.43
2011-07-13,131.85
2011-07-14,130.94
2011-07-15,131.74
2011-07-18,130.58
2011-07-19,132.78
2011-07-20,132.65
2011-07-21,134.52
2011-07-22,134.61
2011-07-25,133.83
2011-07-26,133.36
2011-07-27,130.6
2011-07-28,130.16
2011-07-29,129.05
2011-08-01,128.71
2011-08-02,125.49
2011-08-03,126.21
2011-08-04,120.18
2011-08-05,119.98
2011-08-08,112.26
2011-08-09,117.37
2011-08-10,112.35
2011-08-11,117.28
2011-08-12,118.15
2011-08-15,120.55
2011-08-16,119.56
2011-08-17,119.67
2011-08-18,114.61
2011-08-19,112.68
2011-08-22,112.73
2011-08-23,116.46
2011-08-24,118.13
2011-08-25,116.31
2011-08-26,118.04
2011-08-29,121.38
2011-08-30,121.62
2011-08-31,122.06
2011-09-01,120.96
2011-09-02,117.84
2011-09-06,116.99
2011-09-07,120.27
2011-09-08,119.02
2011-09-09,115.86
2011-09-12,116.66
2011-09-13,117.58
2011-09-14,119.36
2011-09-15,121.47
2011-09-16,121.58
2011-09-19,120.31
2011-09-20,120.17
2011-09-21,116.51
2011-09-22,112.8
2011-09-23,113.54
2011-09-26,116.25
2011-09-27,117.6
2011-09-28,115.16
2011-09-29,116.02
2011-09-30,113.17
2011-10-03,109.93
2011-10-04,112.13
2011-10-05,114.5
2011-10-06,116.51
2011-10-07,115.75
2011-10-10,119.59
2011-10-11,119.68
2011-10-12,120.67
2011-10-13,120.47
2011-10-14,122.56
2011-10-17,120.24
2011-10-18,122.61
2011-10-19,121.14
2011-10-20,121.69
2011-10-21,123.91
2011-10-24,125.49
2011-10-25,123.08
2011-10-26,124.33
2011-10-27,127.43
2011-10-28,128.68
2011-10-31,125.45
2011-11-01,122.08
2011-11-02,123.99
2011-11-03,126.24
2011-11-04,125.45
2011-11-07,126.28
2011-11-08,127.86
2011-11-09,123.19
2011-11-10,124.32
2011-11-11,126.62
2011-11-14,125.46
2011-11-15,126.12
2011-11-16,124.05
2011-11-17,122.18
2011-11-18,121.99
2011-11-21,119.62
2011-11-22,119.19
2011-11-23,116.56
2011-11-25,116.2
2011-11-28,119.7
2011-11-29,120.08
2011-11-30,125.11
2011-12-01,124.98
2011-12-02,124.86
2011-12-05,126.21
2011-12-06,126.26
2011-12-07,126.75
2011-12-08,123.98
2011-12-09,126.03
2011-12-12,124.24
2011-12-13,123.11
2011-12-14,121.71
2011-12-15,122.15
2011-12-16,121.57
2011-12-19,120.32
2011-12-20,123.88
2011-12-21,124.17
2011-12-22,125.33
2011-12-23,126.39
2011-12-27,126.49
2011-12-28,124.92
2011-12-29,126.1
2011-12-30,125.5
2012-01-03,127.49
2012-01-04,127.63
2012-01-05,128.1
2012-01-06,127.82
2012-01-09,127.99
2012-01-10,129.13
2012-01-11,129.25
2012-01-12,129.51
2012-01-13,129.01
2012-01-17,129.31
2012-01-18,130.8
2012-01-19,131.48
2012-01-20,131.95
2012-01-23,131.58
2012-01-24,131.46
2012-01-25,132.57
